88258,HOLWELL ST,40,-35.415285,149.064297
38266,BARRY DR,80,-35.271404,149.115014
78972,NORTHBOURNE AV,60,-35.276732,149.12923
30352,SHANNON CCT,50,-35.236101,149.104632
23112,CHUCULBA CR,60,-35.218495,149.098076
55052,CANBERRA AV,60,-35.322186,149.145629
89186,BRINDABELLA RD,75,-35.303589,148.896031
15675,BUCKINGHAM ST,20,-35.166934,149.137193
38189,COPPINS CROSSING RD,80,-35.271046,149.050669
89208,URIARRA RD,60,-35.24804,148.949297
30899,SIMPSON ST,50,-35.237879,149.156561
44968,PARKES WY,80,-35.286927,149.132463
27268,O'LOGHLEN ST,60,-35.219615,149.036058
18662,SHAKESPEARE CR,50,-35.190739,149.04096
39715,HELEMON ST,40,-35.267851,149.136054
84666,PINE ISLAND RD,25,-35.427064,149.060999
73774,GALBRAITH CL,20,-35.472797,149.103929
66153,LONGERENONG ST,50,-35.376609,149.105494
50445,STATE CIR,70,-35.306924,149.129365
56267,IPSWICH ST,60,-35.324333,149.167542
31961,CATCHPOLE ST,60,-35.247113,149.063577
57992,JERRABOMBERRA AV SRV RD,50,-35.33644,149.14904
23313,SPIGL ST,15,-35.213119,149.104671
28903,BURKITT ST,80,-35.235789,149.051003
30161,GINNINDERRA DR,80,-35.231547,149.082636
52879,MCCULLOCH ST,50,-35.316203,149.081931
68912,MONARO HWY,80,-35.409446,149.144675
70880,BENHAM ST,40,-35.414509,149.129325
26552,FEDENHORSWRM RAMP,55,-35.21532,149.183866
81702,WELL STATION DR,80,-35.201387,149.164291
51933,DAIRY RD,50,-35.314288,149.163231
17332,ROSANNA ST,20,-35.184612,149.15001
83536,STATE CIR,70,-35.312418,149.124257
77422,BRAYBROOKE ST,60,-35.246729,149.097931
75565,FLEMINGTON RD,70,-35.195278,149.150626
31080,FEDERAL HWY,80,-35.231073,149.150807
88220,REED ST,40,-35.417931,149.066814
53058,THEODORE ST,60,-35.326864,149.082831
53164,DENISON ST,40,-35.324271,149.092957
76579,JOHNSON DR,80,-35.43506,149.095074
39595,TORRENS ST,60,-35.266824,149.13525
29474,BENJAMIN WY,40,-35.236505,149.067271
60454,MELROSE DR,60,-35.341269,149.082603
35294,NORTHBOURNE AV,60,-35.242889,149.135027
66339,MT VERNON DR,25,-35.390332,149.032141
33401,PURDIE ST,40,-35.247534,149.097394
59708,HINDMARSH DR,80,-35.348286,149.067891
70760,HAMBIDGE CR,40,-35.418627,149.120557
36425,BELCONNEN WY,80,-35.25755,149.090614
71000,MONARO HWY,80,-35.415917,149.14452
55663,WENTWORTH AV,60,-35.320958,149.147772
56221,NEWCASTLE ST,60,-35.322359,149.167507
37954,SHORTLAND CR,50,-35.255093,149.148428
71642,CLIFT CR,60,-35.426519,149.114457
58795,NEWCASTLE ST,25,-35.328446,149.177708
187,YAMBA DR,60,-35.347015,149.099748
62272,NUYTS ST,50,-35.339696,149.130513
30081,UNIVERSITY DR N,40,-35.23668,149.088572
56981,UNWIN PL,20,-35.32958,149.059717
64808,NAMATJIRA DR,60,-35.366435,149.051499
63521,HINDWTUGGSRM RAMP,100,-35.349001,149.07078
76617,CLIFT CR,60,-35.433339,149.118205
84742,BOBOYAN RD,45,-35.686631,149.00192
89418,BRINDABELLA RD,40,-35.299118,148.934898
72679,BOX HILL AV,60,-35.456302,149.09457
19466,SUGARLOAF CIR,20,-35.190337,149.122935
87588,HORSE PARK DR,80,-35.152505,149.116015
84819,BOBOYAN RD,65,-35.73893,148.997557
44720,COMMONWEALTH AV,70,-35.290932,149.127451
76373,ANTILL ST,80,-35.228903,149.166967
48744,LADY DENMAN DR,70,-35.312138,149.081598
41178,ELLERY CR,40,-35.281811,149.121573
31489,SHUMACK ST,60,-35.24957,149.049571
64632,BATESON RD,40,-35.348688,149.102872
1171,ARMADA ST,40,-35.165993,149.132784
67001,LEARMONTH DR,60,-35.40122,149.059838
67970,BARTLET PL,20,-35.411095,149.064501
80179,GUNGAHLIN DR,60,-35.175692,149.100395
81931,LADY DENMAN DR,70,-35.283938,149.106536
43531,CORANDERRK ST,60,-35.283661,149.137039
78674,CORINNA ST,40,-35.346609,149.084402
1378,KENNEDY ST,40,-35.31724,149.14174
1519,HEARD ST,40,-35.364169,149.095183
89591,PADDYS RIVER RD,65,-35.375372,148.961397
72242,WERE ST,40,-35.440383,149.120157
70793,HAMBIDGE CR,60,-35.419002,149.124246
62885,RAILWAY ST,60,-35.342555,149.21277
66290,MONARO HWY,80,-35.377349,149.169821
89939,MONARO HWY,70,-35.515818,149.147671
19243,GUNDAROO DR,80,-35.196298,149.107236
72989,CLEM HILL ST,20,-35.465628,149.08429
79080,MUGGA LA,70,-35.384007,149.13564
20744,CARTWRIGHT ST,50,-35.199265,149.034734
78062,ATHLLON DR,80,-35.391648,149.080293
68700,CASTLETON CR,20,-35.41097,149.116517
75376,GUNGAHLIN DR,80,-35.185318,149.118365
28014,MARIBYRNONG AV,60,-35.22346,149.110921
36630,BARRY DR,80,-35.260284,149.106257
64653,TYAGARAH ST,60,-35.349163,149.105754
22500,KINGSFORD SMITH DR,80,-35.215476,149.045315
81760,ALLARA ST,40,-35.282676,149.133661
28448,FEDERAL HWY,80,-35.223415,149.169561
46465,FORSTER CR,45,-35.302507,149.123784
48900,NOVAR ST,60,-35.312758,149.09819
78543,KINGSFORD SMITH DR,70,-35.202914,149.054416
71937,DRAKEFORD DR,80,-35.436622,149.090298
89905,NAAS RD,80,-35.517654,149.069255
18981,GOLD CREEK RD,80,-35.194493,149.086533
15115,WANGANEEN AV,60,-35.172567,149.109179
64609,AKAME CCT,20,-35.352264,149.115813
1257,ANTILL ST SRV RD,40,-35.248718,149.137058
1273,CHALLIS ST,40,-35.25284,149.135101
23376,GUNGAHLIN DR,80,-35.217387,149.131037
71143,MARY LEE ST,20,-35.427571,149.07157
37031,WATTLE ST,50,-35.258097,149.129644
65120,AINSWORTH ST,60,-35.360506,149.098264
66833,MONARO HWY,80,-35.380968,149.169796
